,overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,size,color
1941,5.0,True,2016-06-10,AIP4C9MG13COB,B0092UF54A,Cheryl A Stoneham,"Comfortable and lightweight. Need a good training shoe that's also supportive and flexible.  I really like the fit, but had to get 1/2 size larger as this style in my size is too perfect from heel to toe.",Comfortable and lightweight,1465516800, 10.5 B(M) US, Black/White/Anthracite/Stealth
1942,5.0,True,2016-06-05,A1X1DXP9HGXG27,B0092UF54A,Andrea Beatriz Spinelli,Excellent,Five Stars,1465084800, 7 B(M) US, Black/White/Anthracite/Stealth
1943,5.0,True,2016-06-02,AIO1XEP0AIDQJ,B0092UF54A,my3sons+3,"These shoes are awesome!  They are nearly weightless and feel great on my feet.  The first day I wore them I wore them ALL day on vacation.  I put them on the next day and did the same.  Besides the comfort, they are really a cool color!",Awesome shoes!,1464825600, 7 B(M) US, Ocean Fog/Blue Grey/Mango
1944,5.0,True,2016-05-29,AYNXCABS73RDW,B0092UF54A,DEBRA GRANT,Super cute!,Five Stars,1464480000, 9 B(M) US, Black/Wolf Grey/White/Pink
1945,5.0,True,2016-05-28,A2X2KP4XXM06OU,B0092UF54A,Amazon Customer,perfect,Five Stars,1464393600, 11 D(M) US, Cool Grey/Team Orange/White/Platinum
1946,5.0,False,2016-05-24,A15DWAOMHKY7F2,B0092UF54A,N. Barker,"This is the most comfortable shoe I've ever had. No other shoe can compare to how the individual nubs on the bottom allow your foot to be cushioned, yet work like it's suppose to. My feet feel cradled in this shoe and hard surfaces don't make my feet ache anymore.

These shoes have a small amount of support, but not much, which I like as I'm coming from vibram five fingers. (Sorry vffs, I'm bailing after 2 years of shin splints, no matter what I did).

Highly recommended for walking/running on concrete or tracks. As long as nike continues to make the flex supreme, they will get my money. Please don't change this shoe!",Time to leave the fad of the month for something that works.,1464048000,,
1947,4.0,True,2016-05-24,A2P87PVYP2KLT6,B0092UF54A,J Monk,"I wear them for Zumba and my heel slips on turns. A little annoying because I have to pay attention but they are so cute and comfy, it balances out.",A little annoying because I have to pay attention but they are ...,1464048000, 8.5 B(M) US, Black/Wolf Grey/White/Pink
1948,5.0,True,2016-05-20,A1OOBIVO3APP7E,B0092UF54A,Rosana Maita,Nice shoes,Five Stars,1463702400, 6.5 B(M) US, Black/White/Anthracite/Stealth
1949,5.0,False,2016-05-18,A2G9JO5SZ3GUXH,B0092UF54A,TJ Amber,"These run large. I wear a 9.5 exactly in every shoe, but these I bought a 9, and the toe area is pretty wide plus plenty long even with socks. Very comfy and very nice looking shoe. I love them but glad I was able to try them on before purchasing.",and the toe area is pretty wide plus plenty long even with socks,1463529600, 9 B(M) US, Grey
1950,5.0,True,2016-05-16,A14NH559TEDFQL,B0092UF54A,Amazon Customer,"Perfect fit, very comfortable, and a great color. They also fit as expected.",Five Stars,1463356800, 7.5 B(M) US, Bright Mango/Crimson/White/Blue
1951,5.0,True,2016-05-15,A2KCFRMKVHYSU7,B0092UF54A,Saving star,Really comfy and nice color,Great and comfy for sports,1463270400, 8 B(M) US, Ocean Fog/Blue Grey/Mango
1952,4.0,True,2016-05-11,A10RXRZE0TAKPU,B0092UF54A,Mark S,"The picture makes the shoe look like it has a ""boxier"" toe rather than the ""pointier"" toe that it actually has. I have wider feet and generally need to buy a size or half size longer to get a comfortable width (in any brand of shoe). I was shooting for a rounder, broader toe design which is more comfortable for me, and I feel that the pictures of this shoe didn't accurately depict what I received, in that one detail. Otherwise, ""the shoe fits."" So I am wearing it.",A bit pointier toe than depicted...,1462924800, 10 D(M) US, Grey/Orange
1953,5.0,False,2016-05-10,A22WG2NE4D47UM,B0092UF54A,Amazon Customer,These are the most comfortable shoes I've used for working out. Extremely light weight and flexible. Loved them so much I purchased two more pair in different colors.,Best shoes ever!!!,1462838400, 9 B(M) US, Black/Wolf Grey/White/Pink
1954,5.0,True,2016-05-09,A1SC6HVU28ND3D,B0092UF54A,Sarah,Very comfortable and looks great!,Five Stars,1462752000, 8.5 B(M) US, Black/White/Anthracite/Stealth
1955,5.0,True,2016-05-08,AJDH2WVLX79KA,B0092UF54A,brookelynne,Love this shoes so comfy and great very everyday use. Runs big,Fits wonderful,1462665600, 6.5 B(M) US, Black/White/Anthracite/Stealth
1956,4.0,True,2016-05-07,AVHVZJ5HB6FSK,B0092UF54A,calacas,Nice looking and fit nice,Four Stars,1462579200, 12 D(M) US, Cool Grey/Team Orange/White/Platinum
1957,4.0,True,2016-05-04,AG8MPE8CQAPM7,B0092UF54A,MerryM,"I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, I got a pain in my hip to the point where I started limping. As soon as I got home and took them off, the pain was gone the rest of the evening. I'm only 30 by the way. Nothing else in my daily routine changed except wearing these shoes two days in a row. I don't understand why it would make my hip hurt since they are comfortable on my feet, but I'm sure that was the problem. I wore different shoes today and had no pain. I don't think as much as I am on my feet I will be able to wear them an extended amount of time. I will have to rotate wearing them every other day. For normal wear, I believe, people will be fine. I am literally walking or standing six hours a day straight.

**UPDATE: So, initially after wearing them, I had hip pain after wearing them. I don't know if they just needed to be broken in, but I wear them all the time now and have not experienced any pain since the first couple times of wearing them. They are comfortable, and I love them even more now.",Comfortable and lightweight,1462320000, 8.5 B(M) US, Black/White/Anthracite/Stealth
1958,5.0,True,2016-05-04,A1AWX0M8R6A2I1,B0092UF54A,CBP,Perfict fit for me. Great looking shoes at a great price.,nice,1462320000, 12 D(M) US, Cool Grey/Team Orange/White/Platinum
1959,5.0,True,2016-04-23,AT5OQFDS6PEE1,B0092UF54A,H. Heckstall,The sneakers are very comfortable and fit to size.,Five Stars,1461369600, 9.5 B(M) US, Black/White/Anthracite/Stealth
1960,5.0,True,2016-04-21,AOFQAZVA6Q6E7,B0092UF54A,D. Resendes,"I've had these shoes for about a week now and have so far enjoyed using them. Considering the fact that I have wide feet, the shoes are slightly tight. However, it doesn't feel uncomfortable nor does it bothers me as I use them throughout my workouts. I know some people personally like when the shoes are a bit tighter or a bit looser so it's all in personal preference.",Wide Feet so Somewhat Tight,1461196800, 10 B(M) US, Black/White/Anthracite/Stealth
1961,4.0,True,2016-04-20,A2C6XHB0AEBNEG,B0092UF54A,Amazon Customer,I really like them!,Four Stars,1461110400, 9.5 B(M) US, Black/White/Anthracite/Stealth
1962,4.0,True,2016-04-19,A3UMNRR89DIZRM,B0092UF54A,Amazon Customer,Good light weight shoe...had to add insole for more support.,Four Stars,1461024000, 7 B(M) US, Black/White/Anthracite/Stealth
1963,5.0,True,2016-04-18,AZRZ2FB7CFNOE,B0092UF54A,Catherine Uribe,I love my tennis shoes,Five Stars,1460937600, 8 B(M) US, Black/White/Anthracite/Stealth
1964,3.0,True,2016-04-04,A4M7JTCBXRAT3,B0092UF54A,Micki from FL,"This is a shoe I will wear with black dress pants or jeans when I need comfort and a little style, but I am not impressed.  This is a very flimsy shoe with little support at all.  Not like any Nike I've ever purchased in the past.  It looks nice, but it's not comfortable.","LOOKS GOOD, FEELS ICKY!",1459728000, 9.5 B(M) US, Black/White/Anthracite/Stealth
1965,5.0,True,2016-03-31,A2TRI54C8EMCX,B0092UF54A,Andrea Seo B.,"Love it!! Super comfortable and nice!! Got more than I expected, super flexible great for training. Definetly recommend it.",Love it!! Definetly recommend it,1459382400, 9 B(M) US, Black/Wolf Grey/White/Pink
1966,5.0,True,2016-03-28,A1WVSBL8J4ZESK,B0092UF54A,Magu,Excelente,Five Stars,1459123200, 7.5 D(M) US, Cool Grey/Team Orange/White/Platinum
1967,2.0,True,2016-03-28,A2GJUMX0CRHLIN,B0092UF54A,Amazon Customer,"These shoes are poorly constructed and I don't expect them to last more that one summer.  Would not recommend, and will not order another Nike downshifter series again",Cheap,1459123200, 13 D(M) US, Cool Grey/Team Orange/White/Platinum
1968,2.0,True,2016-03-28,A2GJUMX0CRHLIN,B005AGO4LU,Amazon Customer,"These shoes are poorly constructed and I don't expect them to last more that one summer.  Would not recommend, and will not order another Nike downshifter series again",Cheap,1459123200, 13 D(M) US, Cool Grey/Team Orange/White/Platinum
1969,4.0,True,2016-03-24,A3KAX5RZ4XH9L7,B005AGO4LU,initialkl,"For the price I spent on the pair of shoes, I'd say it's as good as expected.
It's comfortable and doesn't hurt my feet when I run.",Pretty comfortable pair of running shoes,1458777600, 9 D(M) US, Cool Grey/Team Orange/White/Platinum
1970,3.0,True,2016-03-23,A2YI41MCJB2QCV,B005AGO4LU,Elizabeth Gravesen,I always get a half size up in my tennis shoes. For some reason these feel to big in the heel area and wide.,I always get a half size up in my tennis ...,1458691200, 8.5 B(M) US, Black/White/Anthracite/Stealth
1971,5.0,True,2016-03-20,A3ONF0JD2UBP54,B005AGO4LU,Denise L Woodruff,Put them on and walked 3 hours with no problem! Love them! So light feeling,Love them! So light feeling,1458432000, 7.5 B(M) US, Bright Mango/Crimson/White/Blue
1972,5.0,True,2016-03-18,A3R09ZAUTB2PUU,B005AGO4LU,ely concepcion,excelente,Five Stars,1458259200, 10.5 D(M) US, Cool Grey/Team Orange/White/Platinum
1973,4.0,True,2016-03-16,A3P1MRTMU7EH0D,B005AGO4LU,Amy S.,"The shoes fit well in the arch area. They are a little wider in the toe area of the shoe, you feel like you have a lot of room. This does not make the shoe uncomfortable, just had to get used to it. Love the shoe.",you feel like you have a lot of room,1458086400, 8.5 B(M) US, Black/White/Anthracite/Stealth
1974,5.0,True,2016-03-13,ATS6HOUGOVX0D,B005AGO4LU,Amazon Customer,"Tried them on in a store before buying online so I knew they'd fit good. Overall I was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far. They are really light and comfortable. Most importantly for me they have grips on the bottoms so my feet don't slide out from under me while doing planks, push-ups, etc. Highly satisfied with this purchase.",Exactly What I Was Looking For,1457827200, 8.5 B(M) US, Black/White/Anthracite/Stealth
1975,5.0,True,2016-03-06,A12AWD9L3DD93E,B005AGO4LU,Amazon Customer,I recommend that!,Five Stars,1457222400, 6.5 B(M) US, Black/White/Anthracite/Stealth
1976,5.0,True,2016-03-02,A1D6THAJG4XGSP,B005AGO4LU,Shoppermom,"My son likes these, and this is the 2nd pair he's worn.","Good shoes, tolerable price.",1456876800, 13 D(M) US, Cool Grey/Team Orange/White/Platinum
1977,5.0,True,2018-06-03,A3H6A9RH9LN2LJ,B005AGO4LU,Lea M,"Love these shoes! Great fit, very light weight.",Five Stars,1527984000, 8 B(M) US, Black/White/Anthracite/Stealth
1978,5.0,True,2018-05-22,A1T708NWV60HSO,B005AGO4LU,Beatrice Garcia,"Super comfortable and fit my small feet perfectly. I have flat feet so a lot of shoes are not comfortable for long periods of time. I can wear the shoe all day long and they are super comfortable. They are light colored so any dirt will be seen right away, but they are easy to clean compared to other shoes Ive had. Would definitely buy another pair in a different color.",LOVE my new sneakers!,1526947200, 6 B(M) US, Blue Tint/Green Glow/Hasta/White
1979,5.0,True,2018-05-16,ASECGGNQIT2RN,B005AGO4LU,Debra DeGrand,Love these shoes!,Very confortable!,1526428800, 10 B(M) US, Black/White/Anthracite/Stealth
1980,5.0,True,2018-05-16,A39LISAY8SNHM,B005AGO4LU,k,Comfortable,Five Stars,1526428800, 10.5 B(M) US, Black/White/Anthracite/Stealth
1981,3.0,True,2018-05-15,A1A8RABZPTD7HL,B005AGO4LU,Amazon Customer,Fit fine...did not like color in person,Three Stars,1526342400, 8.5 B(M) US, Blue Tint/Green Glow/Hasta/White
1982,3.0,True,2018-05-15,A2BM6XH033ZQ3I,B005AGO4LU,amazonuser,The shoe is too large. When you do lunges it hurts the heel. The shoe size from a local store is the size I ordered from Amazon however the size or fitting seems to be large,somewhat large fit,1526342400, 9 B(M) US, Blue Tint/Green Glow/Hasta/White
1983,5.0,True,2018-05-05,A2N97FVE233YZ4,B005AGO4LU,GadgetDiva,Really great for walking I'm very glad I got these and the color is fun,Five Stars,1525478400, 8.5 B(M) US, Green Glow/Seaweed - Hasta - White
1984,5.0,True,2018-05-03,A2YIR9LKJO8W37,B005AGO4LU,Hair_bear_xo,Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,Five Stars,1525305600, 8 B(M) US, Grey
1985,3.0,True,2018-04-30,A3NAUSUOBMW1XH,B005AGO4LU,Amazon Customer,ok but too big,Three Stars,1525046400, 12 B(M) US, Cool Grey/Volt/Pure Platinum
1986,5.0,True,2018-04-26,AHZ8GGXF4BCNP,B005AGO4LU,Melissa Williams,Love these shoes.. they are so comfortable.,Five Stars,1524700800, 9.5 B(M) US, Pure Platinum/Blue Glow/Wolf Grey
1987,5.0,True,2018-04-24,A1OWUKMLTHKYG,B005AGO4LU,Alison,"In really like these. I wear between a 9-9.5 womens, I got the 9.5 and they fit perfectly. They are light weight but have good support. I will buy another pair.",Great Shoe,1524528000, 9.5 B(M) US, Black/White/Anthracite/Stealth
1988,5.0,True,2018-04-22,A1VH37JYIIHE3F,B005AGO4LU,Margaret,"Love these shoes!
So stylish and comfortable. Just got back from a trip to NYC, Black and white Nikes and yoga pants are in high fashion right now!",Love these shoes,1524355200, 7 B(M) US, Black/White/Anthracite/Stealth
1989,3.0,True,2018-04-19,AOZHQ15OKY2ZT,B005AGO4LU,Fixalot,"This shoe is JUST OK. Its not as comfortable as I was expecting, compared to my last pair of NIKE shoes. I hope they hold up.",Its not as comfortable as I was expecting,1524096000, 9 B(M) US, Blue Tint/Green Glow/Hasta/White
1990,5.0,True,2018-04-18,A2YZERYQTLB8NG,B005AGO4LU,Lenci,Best tennis shoes I've had all my life. Very comfortable out the box. I would buy 10 pairs of these shoes if had the money.,Very Comfortable,1524009600, 9.5 B(M) US, Black/White/Anthracite/Stealth
1991,5.0,True,2018-04-18,A2EGVPBTNJI3HB,B005AGO4LU,Amazon Customer,The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,The color pattern and fit is what I liked the most what I liked the least is that ...,1524009600, 7 B(M) US, Blue Tint/Green Glow/Hasta/White
1992,5.0,True,2018-04-16,A1B3W4RSJ1CJEO,B005AGO4LU,Kteel717,"love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.",Great shoe for the price!,1523836800, 6 B(M) US, black
1993,5.0,True,2018-04-15,A3P9DECTULU1B3,B005AGO4LU,JP,"Great shoe. I've had Nike's before and have always been pleased with the comfort, performance, and quality. Though I will say this was the first time I ordered a pair online without trying them on first, so I was nervous. But this turned out to be a great choice. Breathable, lightweight but sturdy, and comfortable during all my workouts. The built-in arch support is great and I've had no discomfort after 2 weeks of use. As far as the sole thickness and cushioning goes, I would consider these a 'medium' build (not thin, not overly thick) so if you're into heavy running outdoors then take that into consideration. Everyone is different in their preference for cushioning, but I think for light runs on a treadmill they would be sufficient. Love these, highly recommend!",Great shoe!,1523750400, 9 B(M) US, Black/White/Anthracite/Stealth
1994,3.0,True,2018-04-13,A353OJ19SEMPT4,B005AGO4LU,Annette t.,The material is real then hope they don't fall apart . to expensive for what you get.,Three Stars,1523577600, 8 B(M) US, Blue Tint/Green Glow/Hasta/White
1995,3.0,True,2018-04-09,A1CIQ2ULKB933A,B005AGO4LU,Pablo Mateo,Nice,Three Stars,1523232000, 7 B(M) US, Wolf Grey/Black-pink Blast/White
1996,5.0,True,2018-04-09,A1TFZVGT6J5NYZ,B005AGO4LU,Sandra calleros,Gracias,Five Stars,1523232000, 7 B(M) US, Black/White/Anthracite/Stealth
1997,5.0,True,2018-04-08,A2IJJUO99LXIXG,B005AGO4LU,Aline J Cone,Love these shoes!! They are true to size and very comfortable!! This is my second pair - I wore out the first pair!! Good arch support - I have a high arch!!,Love these shoes,1523145600, 8 B(M) US, Black/White/Anthracite/Stealth
1998,5.0,True,2018-04-07,A1CKPC88NHMYGR,B005AGO4LU,Cynthia Foyer,,Five Stars,1523059200, 11 B(M) US, Wolf Grey/Black-pink Blast/White
1999,5.0,True,2018-04-04,A1S4O68F0UG4GA,B005AGO4LU,JAXJAG,Great arch support and comfortable.,Great cross trainer,1522800000, 9 B(M) US, Black/White/Anthracite/Stealth
2000,4.0,True,2018-04-03,A8C8Q1GQPYPR3,B005AGO4LU,Natasha Henry,It looks a bit nicer on the picture. Its very light in such a way that when I held the box I wondered if there was just paper filling inside. They are comfortable for the most. Good looking training shoes overall.,They are comfortable for the most but just a bit narrow,1522713600, 8.5 B(M) US, Wolf Grey/Black-pink Blast/White
2001,5.0,True,2018-04-03,A3RHNGQAZWUX01,B005AGO4LU,Masher41,second pair. Comfortable and great for people with bunion issues or previous surgeries.  Sole wears great,staple sneakers,1522713600, 9 B(M) US, Black/White/Anthracite/Stealth
2002,5.0,True,2018-03-31,A2ILUTAAPPZY79,B005AGO4LU,Proud dad,My daughter loves these shoes. Fit true to size.,Great looking shoe,1522454400, 8.5 B(M) US, Black/White/Anthracite/Stealth
2003,5.0,True,2018-03-28,A21PLUMLST80EK,B005AGO4LU,The Lucky One,Purchased for my daughter for gym class.  She loves them.  Very cute and very comfortable.,Great shoes.,1522195200, 7 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq
2004,3.0,True,2018-03-27,A1R9CFF27RIALC,B005AGO4LU,Danielle,Great look but zero support inside the shoe. Had to buy expensive inserts to be wearable. Expected more from a nike shoe.,"Style 10/10, Comfort 3/10",1522108800, 8.5 B(M) US, Wolf Grey/Black-pink Blast/White
2005,5.0,True,2018-03-22,A3KKVVAINMZF9D,B005AGO4LU,Nadege Marcellus,"Straight out of the box, these shoes are great! Very lightweight and fits comfortably on my feet like a glove! I love most especially that the sole is not bulky like my previous running shoes  I hated those things lol! I would give them a shot and they are great for the price!",these shoes are great! Very lightweight and fits comfortably on my feet ...,1521676800, 9 B(M) US, Blue Tint/Green Glow/Hasta/White
2006,5.0,True,2018-03-22,AHQZL3LSIR57E,B005AGO4LU,Donna Rische,Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,Great shoes. Fit perfectly,1521676800, 9.5 B(M) US, Black/White/Anthracite/Stealth
2007,5.0,True,2018-03-21,A36UF843501J4Y,B005AGO4LU,Alisha K. Casey,I love them! They fit perfect and are very comfortable!!,Five Stars,1521590400, 6.5 B(M) US, Wolf Grey/Black-pink Blast/White
2008,5.0,True,2018-03-20,AJ74ZOS1UKOBA,B005AGO4LU,keith jones,Love these lightweight shoes! Absolute favorite. Always order half a size bigger with nike shoes than with every other shoe in my closet.,Perfect. Lightweight and comfortable all day,1521504000, 8 B(M) US, Black/White/Anthracite/Stealth
2009,5.0,True,2018-03-19,A3UTTXFSBNV2V7,B005AGO4LU,Mary,My knees were bothering me during HIIT workouts so i  purchased these shoes after researching many styles.  Fit true to size and are lightweight.  My knees feel better so so hard so good.  They are cute in too!!,My knees feel better so so hard so good,1521417600, 8.5 B(M) US, Black/White/Anthracite/Stealth
2010,5.0,True,2018-03-19,A2QPBIA0HKEL96,B005AGO4LU,kristin,Love the color!,Five Stars,1521417600, 8.5 B(M) US, Hyper Jade/Mtlc Silver/Hyper Turq
2011,4.0,True,2018-03-17,AHXQ0PAMEKC0P,B005AGO4LU,ALH,"Comfortable athletic shoe,  good for the gym (ellipical, tredmill, etc.) Fit is good, and shoe is really lightweight and comfy.","Comfortable, lightweight Xtrainer",1521244800, 8 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum
2012,5.0,True,2018-03-13,A2P6I9PGAVEW6E,B005AGO4LU,kathleen Malcomb,"The shoes fit perfectly and came within the time frame i was given.  Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.",Great shoe!,1520899200, 7.5 B(M) US, Black/White/Anthracite/Stealth
2013,1.0,True,2018-03-11,A6CXK8NXD50R2,B005AGO4LU,MMB,They looked very cheap,Returned...looked cheap,1520726400, 9.5 B(M) US, Wolf Grey/Platinum/White/Crimson
2014,5.0,True,2018-03-05,A39943Z2419XIU,B005AGO4LU,Amazon Customer,The fit is as expected,Fits to size,1520208000, 9 B(M) US, Black/White/Anthracite/Stealth
2015,5.0,True,2018-03-02,A2RZ3T3ECENTMO,B005AGO4LU,Jo,Very comfortable shoes. This is my second pair of this style of shoe because I loved them that much.,Very comfortable shoes. This is my second pair of this ...,1519948800, 11 B(M) US, Black/White/Anthracite/Stealth
2016,5.0,True,2018-02-28,A16BGUHQH20CIP,B005AGO4LU,Van G,"Comfortable, consistent each time I order and good looking",Sleek and sporty,1519776000, 7.5 B(M) US, Black/White/Anthracite/Stealth
2017,5.0,True,2018-02-27,A3O3KF45YVTOGY,B005AGO4LU,Amazon Customer,I love the shoe and it fit as expected the photos and description are accurate if you're looking for a shoe that has more cushion or support try a different style but as far as wanting a lightweight and breathable shoe this is it. I am very satisfied with this purchase,I love the shoes and the description and photos were accurate,1519689600, 8.5 B(M) US, Black/White/Anthracite/Stealth
2018,5.0,True,2018-02-27,A3TLWN2BRF1QH5,B005AGO4LU,Brittany C.,These are so cute and comfortable and very light. I just received them today and the fit is perfect. I normally wear an 8 1/2 and they are true to size!,Great fit!,1519689600, 8.5 B(M) US, Blue Tint/Green Glow/Hasta/White
2019,5.0,True,2018-02-27,A2ZGEESHHGFZKL,B005AGO4LU,Janelle Drenowatz,I always order a 1/2 size up in workout shoes.,Lightweight,1519689600, 9.5 B(M) US, Black/White/Anthracite/Stealth
2020,1.0,True,2018-02-25,AUE82PKEUMKZB,B005AGO4LU,NAME_NOT_RETURNED,"I wore these shoe one time, from the airport in Omaha, NE to the airport in Phoenix, AZ. When I arrived in Phoenix, the left shoe/sole started squeaking and won't stop. I want to return for a refund. Need instructions for returning as no paperwork was in my package when it arrived.",Squeaky soles,1519516800, 8.5 B(M) US, Black/White/Anthracite/Stealth
2021,2.0,True,2018-02-25,A2UVALXRJ35D1A,B005AGO4LU,Amazon Customer,They run big and are super uncomfortable and the soles squeak. They don't breathe at all.,Two Stars,1519516800, 9 B(M) US, Black/White/Anthracite/Stealth
2022,5.0,True,2018-02-21,A3E05IUHHCTRJC,B005AGO4LU,Sahar Mahboob,Exactly what I expected! Comfortable and chic,Comfortable and,1519171200, 8 B(M) US, Black/White/Anthracite/Stealth
2023,5.0,True,2018-02-20,A3RNGBSBRJ3YAQ,B005AGO4LU,Andrea L Hogan,They were a gift  to my daughter she loved them,Their Cute and Pink,1519084800, 7.5 B(M) US, Wolf Grey/Black-pink Blast/White
2024,5.0,True,2018-02-14,A13W5DGU9QF721,B005AGO4LU,Marjorie J. Moore,Love these comfy shoes. they fit like a glove.,Five Stars,1518566400, 8.5 B(M) US, Blue Tint/Green Glow/Hasta/White
2025,5.0,True,2018-02-14,A2QRWCN5YR05G9,B005AGO4LU,Amazon Customer,Very confortable.,Smooth and confortable.,1518566400, 7 B(M) US, Black/White/Anthracite/Stealth
2026,5.0,True,2018-02-12,A2UALK0MY7S3C2,B005AGO4LU,salina,i love these shoes.,Five Stars,1518393600, 8 B(M) US, Energy/Mtlc Silver/Black
2027,5.0,True,2018-02-01,A5JF4EQ9MQC78,B005AGO4LU,Rosalyn Russell,"Lightweight, decent arch support and comfortably to wear all day doing regular activity and sprinting.",decent arch support and comfortably to wear all day doing regular activity and sprinting,1517443200, 8.5 B(M) US, Cool Grey/Volt-pure Platinum
2028,5.0,True,2018-02-01,A3VGHF7VNFBMCQ,B005AGO4LU,sporting road,daughter loves them,Five Stars,1517443200, 7 B(M) US, Black/White/Anthracite/Stealth
2029,5.0,True,2018-01-29,A13JGYKUU10QKH,B005AGO4LU,jled,"I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.",Good shoes,1517184000, 6.5 B(M) US, Cool Grey/Pure Platinum/White/Volt
2030,4.0,True,2018-01-25,ATHL3S7ZD436V,B005AGO4LU,Joanna D,"Very good overall.
Now Ive been a huge Sketchers Go Walk fan for some time and the only reason I tried these instead of the latest number 4 of those is because the tread looked too slippery to me.
These shoes are very sturdy and the grip of the soles has been very solid so far. I use them for basic workout cardio and cross training, as well as work as a massage therapist (I go through shoes fast enough that Ive recently consolidated).
If you're a Go Walk fan, these do not offer the same level of cushion-comfort as those, HOWEVER, they offer the kind of long-term comfort to make them a durable option.
The material of the shoes seem very durable and the breathable. My feet do not feel hot in them.
Now these shoes are ideal for a basic workout or cross training, I would not get them to do 25,000 steps in Walt Disney World.
Solid choice, overall.",Good shoes,1516838400, 9.5 B(M) US, Black/White/Anthracite/Stealth
2031,5.0,True,2018-01-18,A36T5MSMYI9F3C,B005AGO4LU,Lee Berrey,Wife loves them!,Five Stars,1516233600, 7.5 B(M) US, Cool Grey/Volt/Pure Platinum
2032,5.0,True,2018-01-11,ACZAPPQ95QM86,B005AGO4LU,Shannon Youngblood,"These shoes are extremely comfortable, and fit as expected.  Will purchase again.",Five Stars,1515628800, 9 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum
2033,1.0,True,2018-01-10,A23TE15JI8Q2YQ,B005AGO4LU,sonia,Artculo equivocado en color,One Star,1515542400, 6 B(M) US, Racer Blue/Obsidian/Blue Tint
2034,3.0,True,2018-01-09,A3U0BBRU2Q85LE,B005AGO4LU,Alix gray,"On the left shoe, there were two stained yellow spots.",Not in perfect condition,1515456000, 9.5 B(M) US, Blue Tint/Green Glow/Hasta/White
2035,5.0,True,2018-01-08,A174EEWMHB3J8N,B005AGO4LU,sneakerlover,"I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting.

I have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further.","Very comfortable, cute, and long-lasting",1515369600, 9 B(M) US, Black/White/Anthracite/Stealth
2036,5.0,True,2018-01-08,A1VXFXHDY4SRI5,B005AGO4LU,Trl,"Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!","Super light-weight, nice tread and arch support - love them so far!",1515369600, 6 B(M) US, Pure Platinum/Blue Glow/Wolf Grey
2037,5.0,True,2018-01-07,A1FQAVH5JBSV6A,B005AGO4LU,Renata,I Love it. It is very light and the color is great.,Five Stars,1515283200, 8.5 B(M) US, Wolf Grey/Black-pink Blast/White
2038,5.0,True,2017-12-29,A2GBBOXDACUA6,B005AGO4LU,Amazon Customer,"My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.",My wife loves these shoes. We have both been ...,1514505600, 8.5 W US, Cool Grey / Volt - Wolf Grey - Pure Platinum
2039,5.0,True,2017-12-28,A2LZMWZ1CM4PF3,B005AGO4LU,Kitten,"Absolutly love these shoes!! Beautiful color, comfy, and lightweight",New Favorite Shoes,1514419200, 8 B(M) US, Energy/Mtlc Silver/Black
